cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.4200421446270193,6.656276158229974,5.778227257709268,0.008534481,0.002174356,0.007834745,0.0042869807,0.003368888,0.0067032566,0.0015947765,0.038233377,0.0040792995,0.016608898,0.007097288,0.0052601984,0.0051095667,0.0042372234,0.009504402,0.0030452544,0.0031410255,0.010824273,0.009122359,0.017186247,0.0028213155,0.009214546,0.00481237,0.004228703,0.011249264,0.004376956,0.004124213,0.0081758145,0.004104344,0.0032178767,0.016291482,0.012038618,0.005045867,0.0026676466,0.015624272,0.0030933304,0.05430751,0.666659,0.05219912291911315,4150.0,0.015025153568720848,0.23354393753671918,0.38874936141616284,xho,False,True,True,True,True,True,True
3.4778580441881486,3.0319814588119423,3.2595676318822577,0.007926647,0.0024379664,0.006201313,0.0053961333,0.0037117,0.010241479,0.002779814,0.033082645,0.003852573,0.015062821,0.011176413,0.005773172,0.006135051,0.005849035,0.010197158,0.0028023715,0.0039927536,0.008608102,0.008134768,0.0194294,0.002761086,0.0076692207,0.003880284,0.00392671,0.010841661,0.0042965286,0.0046636187,0.007824463,0.004845506,0.0033797254,0.015228689,0.009393563,0.004558882,0.009909491,0.016068522,0.0035436682,0.05931891,0.65509826,0.027674564680122714,4150.0,0.057188968490042597,0.06253538480512212,0.2435687087847514,kan,False,True,True,True,True,True,True
3.4202562666086846,2.195417483991177,8.37480607926357,0.00777257,0.0032636586,0.0065915966,0.005918458,0.004271242,0.003117112,0.0071987673,0.03980641,0.004231927,0.014113027,0.015064694,0.005815833,0.0069928505,0.0047711986,0.009839198,0.0029319045,0.0037822407,0.010001143,0.00835299,0.01761431,0.0032529715,0.006179546,0.00453231,0.004066367,0.012887413,0.003870301,0.004189377,0.007511468,0.0056217504,0.003730033,0.012901473,0.009817589,0.0049529998,0.008650148,0.015778312,0.00366694,0.055670846,0.6512691,0.016187061609147083,4350.0,0.04484599367309478,0.13878253644874228,0.1643768627304314,mya,False,True,True,True,True,True,True
3.522685539745763,2.6074814740418173,3.441599665354744,0.006985144,0.0020700854,0.005938457,0.005349363,0.004285735,0.009078627,0.0023837697,0.035413288,0.0039990423,0.013448226,0.013250713,0.0062874206,0.0062753134,0.005533724,0.0103452075,0.0031096102,0.0037765447,0.008656951,0.0077728727,0.019222911,0.0027146717,0.0077169286,0.004227195,0.0039180196,0.010903279,0.0038753543,0.0050165914,0.008111212,0.005002516,0.003286276,0.016903926,0.010435799,0.0051544625,0.008142124,0.01578963,0.0033126038,0.057680506,0.6546259,0.033618556647394285,4100.0,0.07664988170038681,0.1006336551761299,0.2537159496626147,jav,False,True,True,True,True,True,True
3.5657720112494595,3.622364936444643,6.624006273699524,0.0052769855,0.0027799178,0.0054436224,0.00587532,0.0054827584,0.0070312456,0.0045100627,0.014532095,0.0041576005,0.015276393,0.013987413,0.0066225557,0.0067195245,0.008822704,0.008720225,0.0032240395,0.0035483763,0.012391764,0.0068226913,0.00860613,0.0034993528,0.008795602,0.0042063575,0.0032054826,0.013044471,0.0051663416,0.0058477363,0.008277227,0.0047897417,0.0029303157,0.013056492,0.010573222,0.004732971,0.00571856,0.016427267,0.0031973596,0.061021518,0.6756786,0.018647678324600257,3800.0,0.0783982542579683,0.09911111521730694,0.04300345775799712,tam,False,True,True,True,True,True,True
3.431138917406507,1.8140385218880062,6.056753686048823,0.0069080577,0.0027779334,0.007657738,0.0056258356,0.0034337651,0.008639748,0.003763148,0.03361667,0.0039087343,0.014993797,0.012284325,0.0056998287,0.0073977546,0.005384068,0.009594841,0.0029960284,0.003806799,0.00900685,0.008573925,0.017697383,0.003026025,0.0075444495,0.0037595697,0.0030464903,0.011136996,0.0037040957,0.004753302,0.0074928934,0.0047837947,0.0036033585,0.01674581,0.011446899,0.004895729,0.006156646,0.015914686,0.003098274,0.06101616,0.65410763,0.03451941288352876,3900.0,0.05438648209954567,0.2447223276154707,0.22451819723612307,tat,False,True,True,True,True,True,True
3.551866546548628,5.362342985723107,3.8389175595860876,0.008042758,0.0026550137,0.0062035643,0.0057831025,0.004269748,0.012077289,0.0035518755,0.040756546,0.003889741,0.014614126,0.01174037,0.0083316555,0.006754329,0.005755852,0.010310835,0.0039526406,0.004391321,0.009588787,0.010680423,0.01736478,0.0033465244,0.008251606,0.0039874483,0.0042290115,0.012379721,0.004250231,0.0055131232,0.009546572,0.005500122,0.0036767325,0.01861922,0.009572922,0.0056213187,0.010464361,0.014604119,0.0040116566,0.060728572,0.624982,0.02600686684448165,4050.0,0.034772193373432625,0.08170327450322781,0.06021127980647082,afr,False,True,True,True,True,True,True
3.5288258842935973,4.263976390434268,2.8213882966763206,0.007879512,0.003048575,0.007065351,0.0052781515,0.0040008887,0.008181071,0.0010080434,0.03661061,0.004430521,0.014408559,0.010018588,0.0061777206,0.0064475746,0.0078101316,0.010174253,0.0032587606,0.0031629528,0.011365883,0.008808838,0.018887686,0.0032535489,0.007921668,0.0032804855,0.0036858716,0.01171319,0.0036588921,0.004704674,0.008443086,0.0052475473,0.0035986155,0.018160295,0.009737285,0.005284185,0.010002282,0.02153991,0.0030695142,0.05880673,0.63986856,0.02150928113310832,4000.0,0.07989574434640932,0.06289748131785107,0.06580438896533534,ind,False,True,True,True,True,True,True
3.5152798491546604,1.6416890317984787,4.608873902432409,0.0067166,0.0025232718,0.009089895,0.00497639,0.0037920915,0.010628058,0.0014302225,0.039693303,0.0035246175,0.014559574,0.013802091,0.005588831,0.0069257305,0.004350275,0.009523561,0.00393425,0.003885029,0.010090111,0.008473012,0.018075813,0.0027932674,0.0069382666,0.0042412532,0.003585646,0.010123311,0.0041819056,0.0045147585,0.008292188,0.0047920737,0.0032023694,0.016013741,0.012942312,0.00518262,0.0071722255,0.013540238,0.0033771992,0.055444878,0.65207905,0.02944504791276471,3500.0,0.021363151923272695,0.09957008235222949,0.1077224939451653,som,False,True,True,True,True,True,True
3.4769170962238576,2.943146406781513,1.6126578619758596,0.0063573583,0.0029643006,0.0065830597,0.00563823,0.0038489266,0.010057407,0.0035915773,0.036965977,0.0035446542,0.014354202,0.011729574,0.005729336,0.006005503,0.004811407,0.009640148,0.0035070064,0.0037674427,0.009344099,0.008328812,0.021258853,0.0032419916,0.007446422,0.004110447,0.0033070412,0.011137242,0.004088041,0.0048287804,0.008172434,0.0050882334,0.0032063723,0.01593646,0.010496916,0.0053507634,0.008341597,0.015695253,0.0031970087,0.05800683,0.65032023,0.027119996648635993,3500.0,0.060965546498699286,0.31700460748443315,0.28796272673485523,yor,False,True,True,True,True,True,True
3.464094254119373,1.4589416777002944,3.269145329295951,0.0072450833,0.0027910527,0.0062027266,0.005405081,0.003142669,0.010059317,0.0033426494,0.034685634,0.0041543236,0.015201479,0.012625682,0.00554337,0.0056536393,0.005116204,0.009851331,0.0032019534,0.0037686627,0.0092271995,0.0087790275,0.019313434,0.0032063082,0.007084316,0.00403296,0.003417544,0.010371168,0.0045705605,0.004459221,0.007369862,0.004875315,0.0034149033,0.016067717,0.010027954,0.005113269,0.010253171,0.014684655,0.0030733221,0.057834692,0.65483254,0.031054406211397666,3750.0,0.040007455115317635,0.2530714712485559,1.0960484199772655,wol,False,True,True,True,True,True,True
3.5869251558347486,2.7312698232278616,3.6596033508023886,0.00826862,0.0030848035,0.0067656348,0.0062506124,0.0045934403,0.0076091075,0.0045786765,0.033459876,0.0038893502,0.016098205,0.015892982,0.006666818,0.0058775446,0.005910159,0.009881314,0.0031808882,0.004175493,0.010097395,0.008857533,0.02105364,0.0035406284,0.008065792,0.004406745,0.0042163716,0.011545368,0.0039278483,0.0052022524,0.0073330803,0.005521811,0.003661416,0.015147405,0.011139722,0.0048660785,0.008616865,0.015055062,0.0036309888,0.062345527,0.63558495,0.027135658347397527,2950.0,0.030597956288389752,0.13456213584284168,0.15967003100087523,bel,False,True,True,True,True,True,True
3.510441506909925,2.6240406501682494,2.3941676022682326,0.008417865,0.002256661,0.0074385763,0.0058897818,0.0033478502,0.009526178,0.0055422285,0.034889717,0.004081835,0.015738621,0.01372841,0.006909973,0.0065834215,0.005723101,0.0098328125,0.003102389,0.0036215063,0.008669538,0.008143038,0.018176898,0.0032033403,0.007998172,0.0044416594,0.0038988814,0.011646013,0.004103715,0.0044006323,0.007777944,0.0053501814,0.0033160537,0.015990844,0.010508465,0.005495406,0.0067502013,0.016890416,0.0032148764,0.058859795,0.644533,0.024784084256001697,4300.0,0.0376074881026036,0.17374288594578655,0.25903369591861153,cym,False,True,True,True,True,True,True
3.4671276297793434,2.3716422076288928,4.199665147996688,0.0073902784,0.0024613524,0.0065813027,0.005597289,0.004000741,0.00969412,0.00090547313,0.03524819,0.003923719,0.015407863,0.012873456,0.0060661617,0.0063796863,0.0055049127,0.009788545,0.0037457638,0.003627767,0.0088066375,0.008834865,0.019542217,0.003194635,0.00837834,0.0043494264,0.0037230488,0.010913009,0.004073615,0.0051392163,0.008229484,0.004951653,0.0036849335,0.015811898,0.009803887,0.005252442,0.012888225,0.016300404,0.003211584,0.059111875,0.644602,0.026305886138029144,4000.0,0.05496640226605514,0.14369728759747114,0.5720125632345963,ssw,False,True,True,True,True,True,True
3.51167573428373,4.470525808652967,1.8923443785336758,0.0076582106,0.0033943423,0.007513606,0.005562016,0.0040542474,0.008701898,0.0026078748,0.031775523,0.0036790173,0.015538613,0.01183564,0.005827991,0.005825137,0.005541104,0.008351957,0.002982551,0.003893042,0.008703863,0.008338777,0.01905887,0.0032629867,0.008187263,0.0044359164,0.0038361778,0.011041468,0.0036586686,0.0044777803,0.008548601,0.0053722356,0.0029713388,0.016066711,0.009506666,0.0047569824,0.006693165,0.015656196,0.0029919217,0.05962949,0.6580621,0.025905127739799905,3850.0,0.06494077200345832,0.1349277091055535,0.02654509970949765,guj,False,True,True,True,True,True,True
3.493278960605519,3.254060676817976,20.03615191930469,0.008038513,0.0028637552,0.007911849,0.0057524,0.003272659,0.009235619,0.0024963957,0.03928727,0.0040320205,0.01616009,0.013128834,0.0060469885,0.0059928736,0.0059209852,0.011343731,0.002944373,0.0034634687,0.0071134954,0.008334137,0.018833758,0.0030077908,0.008377597,0.004080837,0.003341832,0.010744771,0.0039034903,0.0045815054,0.007991012,0.0048823087,0.0032654628,0.016242955,0.00917366,0.0048569045,0.01081062,0.016162422,0.0025579352,0.05787598,0.64596975,0.04154480406585245,3650.0,0.09330065523774464,0.2576793021015151,0.37253912802249917,ewe,False,True,True,True,True,True,True
3.395197173564572,6.7398160999400405,9.628771624008822,0.00700817,0.0026445216,0.0073870355,0.0054915138,0.004954574,0.0040458273,0.0018744717,0.03411876,0.003656748,0.017907398,0.014729479,0.0058754142,0.0066157454,0.005315456,0.010700506,0.0031281144,0.003642091,0.008439118,0.008695521,0.020610528,0.003333886,0.0069341674,0.0043420615,0.0041562617,0.012129918,0.004336077,0.004966236,0.0072219656,0.0044810483,0.0034533862,0.017088218,0.011528563,0.0045414516,0.009607747,0.013613386,0.00302041,0.055082195,0.65332204,0.01966751142791809,3450.0,0.08556068275803728,0.35854426912416726,0.23722550984301105,khm,False,True,True,True,True,True,True
3.4725147578592463,3.5005228354351616,3.6786418170032973,0.0077356757,0.002543015,0.0065477067,0.0052362736,0.004537501,0.008216347,0.0030342578,0.035737135,0.0042993044,0.015257279,0.014941141,0.006311347,0.0059205135,0.0050201616,0.009634816,0.0035004765,0.0035444177,0.009373697,0.008107052,0.018072616,0.003407494,0.007811262,0.0041427882,0.0040522823,0.01072977,0.0042240396,0.0049794307,0.008051757,0.004878489,0.0034808568,0.016112724,0.010473278,0.0049395235,0.007909586,0.015614418,0.0030371768,0.060630344,0.64795405,0.02150669420301917,3750.0,0.061281436913323224,0.31142475246360724,0.2211451616883999,bak,False,True,True,True,True,True,True
3.5167483429568565,1.5551785229424975,2.894709158269654,0.0076784818,0.0022442278,0.0066183293,0.004983152,0.0043760426,0.009767387,0.004311029,0.031793546,0.0038208999,0.014568406,0.0134752765,0.005778377,0.0061369417,0.005510489,0.01040056,0.0031292555,0.0038460523,0.009617071,0.008678097,0.019054946,0.0029287627,0.00783697,0.004145612,0.0041488996,0.010975407,0.004171875,0.0045229653,0.0072236457,0.0049944795,0.0032516173,0.017737862,0.009761894,0.005222224,0.007730714,0.014780423,0.0033345975,0.057168853,0.6542746,0.028928551256642444,4050.0,0.08071023169527579,0.13582509247962365,0.8176951810842594,plt,False,True,True,True,True,True,True
3.386567078913113,2.7546607459852375,10.739594807236944,0.007128337,0.0016083929,0.007379964,0.0058027534,0.0049476447,0.007993389,0.0028700284,0.04213858,0.0037135389,0.013936053,0.01419162,0.005582745,0.007279124,0.005490062,0.009422295,0.003446114,0.0040813386,0.010648292,0.007832868,0.022018714,0.0032222518,0.005122011,0.0037729084,0.0045069274,0.003831499,0.0037923276,0.0051224483,0.0039817495,0.002622759,0.0034371472,0.018425308,0.011368315,0.0058810925,0.018800216,0.016870767,0.0031829656,0.05780664,0.64074075,0.022463523737810742,3850.0,0.04080583969233335,0.0858268483859331,0.1147347998220151,kat,False,True,True,True,True,True,True
3.451469936041332,4.371805736784426,3.357906832376686,0.007733145,0.0024243104,0.007326345,0.0048688105,0.0042358898,0.009646064,0.004046364,0.035625257,0.0037962936,0.018076329,0.014541184,0.006062171,0.0062718554,0.0051964135,0.0099248905,0.0039512366,0.0032122813,0.007830282,0.008112715,0.01926378,0.003005224,0.006804959,0.003966988,0.0034419745,0.010761219,0.0038219139,0.0051402356,0.0075979503,0.005546508,0.0033413172,0.017224202,0.010530844,0.0050004143,0.008786479,0.01633713,0.0032517165,0.057899773,0.64539546,0.022773536447712295,4350.0,0.016508920002041922,0.11429982936913026,0.1781760896297325,hau,False,True,True,True,True,True,True
3.488481265397027,3.2496888931611294,2.6799129060085662,0.00767644,0.0022876675,0.008088405,0.005611592,0.004113433,0.010140086,0.0050291815,0.035951406,0.0037032696,0.01286217,0.014740691,0.006627111,0.0069143563,0.0057109296,0.009256506,0.0034949395,0.003721234,0.009173552,0.008298561,0.020999406,0.003259865,0.0076108985,0.0040422925,0.004131329,0.011279982,0.0039012437,0.005422559,0.007961124,0.0047775544,0.0035596087,0.016754854,0.010996182,0.0046201646,0.011495645,0.014691097,0.003110813,0.05840837,0.6395755,0.020554429874546733,4000.0,0.022776968071583237,0.37141004131234245,0.22075193810098326,pan,False,True,True,True,True,True,True
3.51675283035964,2.565632144910721,4.673043510483357,0.0062596863,0.002263968,0.007113316,0.005012959,0.0033892312,0.009546792,0.0043641697,0.036228605,0.0035624676,0.013732749,0.014035365,0.0062519973,0.006638532,0.0061357855,0.009987915,0.0035700388,0.0030464146,0.008761169,0.0083005065,0.019890351,0.003070084,0.006692762,0.0044817613,0.0036735423,0.010749766,0.0041202875,0.004464717,0.007527231,0.004912978,0.003391217,0.01604532,0.010078612,0.0045419354,0.019835103,0.016258892,0.0034170672,0.060418557,0.6382282,0.024874383565024128,3350.0,0.07412330394408424,0.20850184571385683,0.17665934904603894,ceb,False,True,True,True,True,True,True
3.39751918182955,10.300820826172263,4.2312181138749825,0.0065569347,0.002800583,0.00528226,0.005705213,0.0034294568,0.011406566,0.0031060455,0.032715738,0.0031983606,0.011958482,0.0113580655,0.005706813,0.0060121985,0.0056608347,0.010637975,0.0037513163,0.0027156712,0.009658995,0.008267235,0.019429296,0.0033140164,0.007076615,0.0037113135,0.003282622,0.010211959,0.0039636246,0.005174772,0.00762977,0.0052760793,0.0028564066,0.017578911,0.011714528,0.0045397636,0.0068126344,0.016322602,0.002769195,0.05501361,0.6633935,0.037130394320399454,4300.0,0.04265196056312221,0.30642849419926377,0.20069000266837497,oci,False,True,True,True,True,True,True
3.4800626904497634,2.5548209863010407,3.984518576540167,0.006692689,0.002622527,0.006197044,0.005428561,0.004194259,0.011072369,0.0039863726,0.032200336,0.0038996048,0.0152767645,0.012272028,0.0056036157,0.006762881,0.0055880137,0.009725733,0.0031181246,0.0037481082,0.009754692,0.008015133,0.01897216,0.0032815218,0.00709659,0.0047117528,0.0036391052,0.010220803,0.0040857065,0.0048812525,0.007438439,0.0046814946,0.0036133386,0.016713798,0.010036259,0.004502274,0.011690089,0.015292948,0.0033705018,0.05968402,0.6499291,0.0385110362862605,3950.0,0.05099188054796431,0.08346289617019964,0.20833425386599955,snd,False,True,True,True,True,True,True
3.4034852777043865,4.045355101390134,11.44549752239899,0.007472045,0.003159716,0.0073178196,0.0052829767,0.0040176664,0.008904657,0.004289166,0.0334761,0.003949076,0.013846192,0.01441365,0.0068985983,0.0065827966,0.0046531446,0.009900634,0.00334408,0.0034352809,0.00836396,0.008307032,0.018863387,0.003214487,0.0066157645,0.0043773246,0.0039176624,0.0114642065,0.004035574,0.004469271,0.00768214,0.0052100243,0.0034234724,0.015820352,0.010682935,0.0044903113,0.0059263045,0.0129648205,0.0034365114,0.06309324,0.6526977,0.022078233275204,3750.0,0.03413756819669238,0.17624182445606373,0.3279110490867798,kin,False,True,True,True,True,True,True
3.470814917331043,2.8934595345856104,3.896852790477002,0.00703534,0.0025594218,0.0063691484,0.0057229004,0.0036362566,0.0078049176,0.002591714,0.03453865,0.004423063,0.0148191275,0.013156293,0.0062938957,0.006463022,0.0056809112,0.009913264,0.0030446795,0.0037862149,0.008973789,0.008760867,0.017843578,0.003166699,0.0075258426,0.004526618,0.0034982297,0.011355992,0.004310522,0.0050223377,0.0079663675,0.0049010436,0.0033287753,0.017120507,0.009520395,0.005575113,0.009653905,0.01535784,0.0030881506,0.05899472,0.6516699,0.024819905952327182,3750.0,0.04793469513925742,0.4911838516542459,0.29856658006112863,sna,False,True,True,True,True,True,True
3.4589550548188845,2.041337110927833,4.251777185559129,0.007896241,0.0028435965,0.006556933,0.0052452604,0.0038697093,0.00840832,0.0022877029,0.033865817,0.0042450274,0.01458663,0.01069809,0.006073644,0.0061930437,0.004876315,0.00960257,0.0036586982,0.0036394142,0.008647789,0.008143662,0.018727688,0.002662076,0.0075389906,0.0036147907,0.0037628575,0.010289742,0.004470624,0.005368317,0.008377842,0.005464702,0.0031704693,0.016275015,0.010059638,0.0049411827,0.008392244,0.014703622,0.0032742391,0.05720962,0.66035783,0.03809825371815078,4100.0,0.05006847604881772,0.3025996937658847,0.33805631663650004,mri,False,True,True,True,True,True,True
3.480625069028676,2.3547947912813294,2.154704011172581,0.007943101,0.0028468403,0.0067297877,0.006135756,0.0038010415,0.008086292,0.0026878465,0.02988432,0.00430663,0.014644116,0.01451738,0.006257446,0.0066299923,0.0057367184,0.009713472,0.0035913591,0.0038330436,0.009738241,0.00864927,0.018011346,0.0030487652,0.008427845,0.004411164,0.0040524295,0.011827159,0.0043449337,0.005026404,0.007699958,0.0046852045,0.00320923,0.015604171,0.010708222,0.0047913752,0.012011527,0.015919197,0.003304659,0.06222853,0.6449552,0.02234439649875195,4350.0,0.04537334043818729,0.15600377860044054,0.23167342240990296,tuk,False,True,True,True,True,True,True
