cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.4117529695802737,6.616447158732382,6.000654378278003,0.00794749,0.0016708493,0.005916723,0.010863369,0.003103096,0.0037577555,0.0054130396,0.032770973,0.003055126,0.01651844,0.00796174,0.0056623137,0.0038918692,0.0038669824,0.009174596,0.0024987292,0.0031066337,0.010170807,0.009273469,0.015773688,0.002573014,0.010611822,0.0047763838,0.0034970113,0.010855396,0.0043198047,0.003962741,0.0076346374,0.0041198493,0.0027312122,0.016085098,0.011872759,0.0044987467,0.0043128845,0.004731901,0.016229484,0.0024861242,0.054300766,0.66800267,0.034538863978851655,3750.0,0.009841125919447745,0.11725685628402133,0.2421516562116862,xho,False,True,True,True,True,True,True
3.470502395896015,2.8735379032324375,3.2561026512724602,0.007303042,0.0018784283,0.0060014115,0.011687672,0.004448758,0.0035160568,0.007629039,0.032497715,0.0029654251,0.015047106,0.012046637,0.0061154277,0.0061931494,0.005718246,0.009491095,0.0037019192,0.003640442,0.008027239,0.008290529,0.017796269,0.0028844217,0.008980027,0.0042171893,0.0036765977,0.010621436,0.0043762154,0.0045505217,0.007661169,0.0049562044,0.0030626897,0.015644733,0.010232208,0.0043998295,0.013492781,0.0036631878,0.017144661,0.003314638,0.061112892,0.64201295,0.015080523648222141,4250.0,0.049084718598379824,0.047092489185256645,0.07576398658885382,kan,False,True,True,True,True,True,True
3.3972211197678917,2.249814246048082,8.485480569752959,0.007488508,0.0018352363,0.005284138,0.010445115,0.0047738208,0.0062775053,0.006720019,0.03870858,0.003065578,0.013527265,0.012971966,0.005397178,0.0066948505,0.0039964835,0.009285378,0.0022693584,0.0034644497,0.008709099,0.008176568,0.016801197,0.0031096085,0.0054462096,0.0039793043,0.0036630784,0.011726204,0.0036086477,0.0035361461,0.00666959,0.005188206,0.0030806577,0.013371463,0.008905615,0.0044785053,0.007817533,0.0053487117,0.015909832,0.003229475,0.05235648,0.6626824,0.02852401256363659,4000.0,0.03556187477740656,0.07108101497204292,0.28803512050440866,mya,False,True,True,True,True,True,True
3.5069359909458813,2.095592050613806,3.386564080908131,0.0067779957,0.0016216198,0.0059887506,0.010404853,0.0036359571,0.0036478168,0.006893209,0.031738356,0.0029804823,0.013991745,0.013167444,0.006211773,0.0063353376,0.004426698,0.009882361,0.003349807,0.0034464845,0.008589404,0.007999076,0.018769085,0.0027537674,0.010006277,0.004298687,0.0036527377,0.010855578,0.0037750634,0.004018807,0.0069524227,0.0048767626,0.0028589366,0.016616127,0.009957343,0.0044239657,0.008586379,0.0051752827,0.015855884,0.0030446104,0.056913316,0.6555198,0.019058009340858353,4250.0,0.07365046784974728,0.18715285914429575,0.19588798111624942,jav,False,True,True,True,True,True,True
3.540442675057723,3.7255686485865374,6.597564571004841,0.0049623162,0.0020888082,0.0046106605,0.013181835,0.0061713555,0.003935888,0.006657061,0.012246015,0.0033857685,0.012103936,0.012618117,0.006696132,0.0063397875,0.009491408,0.007940746,0.003148608,0.003457728,0.011728819,0.0062159114,0.009365572,0.0027803811,0.008870631,0.0038968045,0.003009632,0.012046514,0.0050558327,0.00514061,0.007501775,0.004353592,0.002527838,0.013974704,0.00982741,0.0044035157,0.0052078487,0.0050701695,0.016518563,0.0029927888,0.05922222,0.68125266,0.03698653235722234,3650.0,0.07302767829061524,0.11668838967409449,0.11551090725102742,tam,False,True,True,True,True,True,True
3.4123281870784474,1.7855134417161955,5.906018795244559,0.0066395765,0.0020940579,0.0061355126,0.01213154,0.0037037977,0.0036507812,0.0058911573,0.03330574,0.003155352,0.014844313,0.014534997,0.0064292746,0.007815311,0.005085404,0.009504471,0.0033502479,0.0037092268,0.009533752,0.008056332,0.016384864,0.0026184984,0.008496289,0.0036594532,0.003139836,0.010658862,0.003645263,0.0047127255,0.006967804,0.0047931327,0.0034745638,0.01644272,0.010750601,0.00465152,0.007346332,0.00487983,0.016092684,0.002977511,0.06273974,0.6459969,0.02672160539327092,3600.0,0.05557479644978974,0.06148610307716807,0.03985831729434224,tat,False,True,True,True,True,True,True
3.528883565146237,5.512381768942935,3.9862438477641158,0.0075017186,0.001753398,0.0068210685,0.013019899,0.0036869333,0.0041644694,0.005726464,0.03488011,0.0028978032,0.015133003,0.009285838,0.009283902,0.0060998537,0.004618061,0.009811112,0.0042001978,0.004213224,0.009456161,0.009167505,0.016803026,0.0034667118,0.00970433,0.0038247094,0.003782199,0.01184203,0.0040368782,0.005085795,0.009616649,0.0052933795,0.0033921003,0.019645436,0.009117655,0.0050609196,0.0088015385,0.0050830687,0.015234038,0.0040100412,0.060644425,0.63383436,0.030791872432031214,3750.0,0.0415985108122746,0.22264185584329024,0.15360552521791107,afr,False,True,True,True,True,True,True
3.5166119601624297,4.415293116623429,3.004212070566829,0.009146842,0.0023794866,0.0061187884,0.013675576,0.0041410164,0.004472929,0.004026027,0.031711765,0.003321842,0.013569033,0.011489694,0.0066310437,0.006422305,0.0058816,0.0093833115,0.003088646,0.0029884814,0.011339764,0.008106163,0.017733095,0.002915362,0.008493943,0.0033855657,0.0030754432,0.011398682,0.003310718,0.004529295,0.00795964,0.005140394,0.002982074,0.018212799,0.009537239,0.004824995,0.010978149,0.004962604,0.021264434,0.0027957666,0.059371375,0.6392341,0.023207944191753586,3900.0,0.08238990235660126,0.07811898323743596,0.04204923611847879,ind,False,True,True,True,True,True,True
3.484008957593987,1.5611029999308543,4.446085996371821,0.007542403,0.0020685056,0.0061221593,0.011875583,0.004593355,0.0043209926,0.0047105523,0.033340804,0.002772693,0.013848273,0.013132465,0.0054221987,0.0061130906,0.0039662137,0.009041729,0.003143827,0.0038836398,0.008989858,0.008637292,0.016870787,0.0027564035,0.008459993,0.0040396014,0.0031176764,0.010259764,0.00374768,0.0041999933,0.007447996,0.0047298786,0.0028730452,0.016606081,0.012348361,0.0047783535,0.0054696007,0.0036713374,0.014188334,0.003127201,0.054281943,0.6635003,0.023436053615687007,4000.0,0.014541355497088774,0.08158790379799605,0.1948111752314263,som,False,True,True,True,True,True,True
3.453651098806482,2.149520540242981,1.3720553115384095,0.0067068143,0.0017395588,0.0055482048,0.01085863,0.0040498595,0.0037447263,0.0063322475,0.031733207,0.0027056732,0.014633933,0.011675387,0.005697628,0.005644393,0.0047501856,0.008926272,0.002840193,0.0036433726,0.008776755,0.008827771,0.019138884,0.0026707784,0.008417822,0.0038809222,0.0032741507,0.010153972,0.003504337,0.004550996,0.007820072,0.004777259,0.003013018,0.016110975,0.010109911,0.0045910934,0.00919736,0.0046603153,0.015755594,0.0029273683,0.057153463,0.6594569,0.02156718483699894,4250.0,0.06502490880602523,0.270807901044524,0.22360212088357542,yor,False,True,True,True,True,True,True
3.4550293034893884,0.557128974818913,2.8996393391280813,0.008162087,0.0019535655,0.005016716,0.011329604,0.0033348755,0.003915422,0.007187725,0.03038311,0.0027805185,0.013610276,0.013610624,0.006441022,0.0050694672,0.004778902,0.009825895,0.0029171796,0.003608501,0.008804934,0.008817287,0.018264841,0.0028997771,0.007920006,0.0040013036,0.0030867553,0.010213809,0.003728199,0.0044811647,0.0073001185,0.0046945624,0.002997685,0.017002521,0.009681053,0.0044768797,0.009263585,0.0046004415,0.015061477,0.002808016,0.056978554,0.6589915,0.035070262080187306,3650.0,0.04155731190973926,0.4378020161225563,0.5300569177641926,wol,False,True,True,True,True,True,True
3.57087763142099,2.652807433003834,3.6087507992079866,0.0077871666,0.0017303092,0.0051141046,0.012306791,0.004064272,0.0039763874,0.007544848,0.029377867,0.0031969813,0.015859593,0.016499337,0.0065363436,0.0055386564,0.0054791644,0.009692714,0.0031145266,0.0037181773,0.009364391,0.008788678,0.021047909,0.0032749125,0.008811139,0.0038543865,0.003866908,0.010467201,0.0036664538,0.0046968283,0.0076753995,0.0049975733,0.003187012,0.015353692,0.0102981245,0.0044386373,0.010713128,0.0045887465,0.015789036,0.003255975,0.059822816,0.6405038,0.022619205788461737,3600.0,0.04385801536508101,0.061738986115863106,0.20551631728180234,bel,False,True,True,True,True,True,True
3.4952907875256143,2.4658894185577322,2.0385531305571223,0.007869261,0.0020579319,0.0057229795,0.011730516,0.003637982,0.0043403017,0.007326409,0.03263185,0.0030689817,0.015282422,0.014261546,0.006265583,0.0061210296,0.0045305113,0.009494057,0.002959752,0.0034938785,0.008494017,0.008229235,0.017856043,0.0030587204,0.008323064,0.0042205397,0.0038151084,0.011295969,0.004029726,0.0048151677,0.0077266432,0.005339996,0.0032164361,0.016767431,0.010427201,0.00461971,0.0077266917,0.004491645,0.017175457,0.0030610347,0.058597416,0.6459178,0.01954956663828982,4050.0,0.04441805529034627,0.15586011841647643,0.06437908750178703,cym,False,True,True,True,True,True,True
3.4399365727274613,2.672818858859155,4.110205731817928,0.0074209957,0.0021937657,0.0064049996,0.011808826,0.0035172566,0.003736272,0.0068303375,0.032376554,0.0027192445,0.014258921,0.014152883,0.0064828447,0.006493906,0.005140676,0.00945046,0.0034075067,0.0033645362,0.008212922,0.008492482,0.018393336,0.002929065,0.009142589,0.0043121413,0.0035970297,0.010070527,0.0036917827,0.0056871166,0.007386139,0.0050671534,0.0034752234,0.016633565,0.009399629,0.0049716188,0.00988214,0.004839477,0.017234009,0.0029833328,0.05954483,0.64429384,0.027343696357531828,3050.0,0.05660686177804725,0.4668674351715846,0.7853534801242548,ssw,False,True,True,True,True,True,True
3.501512223527805,4.360347637425598,1.832080507767952,0.007854487,0.0020730863,0.0059362864,0.011564733,0.0039592003,0.0048681595,0.0064403713,0.02785488,0.002637493,0.014095697,0.011529169,0.006217015,0.005832445,0.004791451,0.007936337,0.0035376935,0.0039594728,0.008233445,0.0080929855,0.018919513,0.0031082786,0.008888975,0.004230239,0.0036113139,0.010691241,0.0034972287,0.0046333554,0.007906949,0.0052274643,0.0026652098,0.016587883,0.00924678,0.0044217994,0.0071287034,0.0044790744,0.015995141,0.0027250662,0.0577076,0.66091377,0.02902552068839138,4050.0,0.06012828088768639,0.16047659241020554,0.05853864758006011,guj,False,True,True,True,True,True,True
3.4760880466059936,3.5091369442923463,20.551611635361702,0.008214457,0.0023730362,0.00480366,0.012612996,0.0036099888,0.0035410493,0.006258557,0.03205054,0.0035519402,0.01295221,0.015389574,0.005916527,0.005658972,0.0047317734,0.010008251,0.0031960353,0.0035615773,0.00743447,0.007959642,0.018531824,0.0026749077,0.009726632,0.0045215283,0.003373234,0.010965544,0.003710599,0.0048262444,0.00792066,0.0050247093,0.0033583764,0.016759291,0.00945833,0.004545738,0.010011258,0.0039180727,0.016689459,0.0026695174,0.0591905,0.64829826,0.0235322672507885,3800.0,0.09638525280035398,0.0755503009518556,0.4666952804577124,ewe,False,True,True,True,True,True,True
3.370488010043592,7.018456225857375,9.621944044005703,0.0069909655,0.002222049,0.0060585043,0.012602342,0.0054737707,0.003426792,0.0066680685,0.033829026,0.0028781649,0.01509133,0.013872502,0.0062560104,0.006142706,0.004208222,0.0097727785,0.0028875724,0.0035882972,0.008162232,0.0085443705,0.019336265,0.0028419713,0.0063778134,0.0038945128,0.0037313825,0.011443565,0.0041039167,0.0045899516,0.006603268,0.0042438516,0.0027236356,0.016571257,0.011103743,0.0042831847,0.011690735,0.0050595626,0.013004151,0.0027068267,0.053011514,0.6540032,0.018482324121845483,4000.0,0.07729625750764117,0.2556511382177742,0.3470351615391723,khm,False,True,True,True,True,True,True
3.4496307186503223,3.215631106980846,2.948954064423133,0.007038547,0.0015038737,0.005569839,0.010091538,0.0045120995,0.0041133636,0.007407634,0.031796042,0.0039812154,0.014747253,0.01259177,0.006814003,0.0054964186,0.0047585284,0.009467065,0.0043796925,0.0036202334,0.008506126,0.00806334,0.018835694,0.0029563517,0.008030883,0.003975806,0.0034803338,0.011378763,0.0038486072,0.004603401,0.0071686283,0.0047832374,0.00302811,0.01671275,0.009870424,0.0045451005,0.010055502,0.005110646,0.016586218,0.0028505959,0.05930099,0.64841944,0.033492434350154775,3450.0,0.06547533857538007,0.41180284084107144,0.40722766720510734,bak,False,True,True,True,True,True,True
3.4980558211419477,2.2241975008376924,1.6978549924271547,0.00674932,0.0018959113,0.0063252337,0.012219616,0.0038217208,0.0031214904,0.00679878,0.029477915,0.0025753288,0.012037602,0.014553422,0.005912603,0.005722335,0.0045609875,0.009360698,0.0026126034,0.0032472624,0.0079484135,0.008461593,0.017289199,0.0027550694,0.008337336,0.0039275093,0.0034472477,0.0104585495,0.0040575573,0.0046160216,0.007704201,0.004693684,0.002753368,0.016961992,0.009389534,0.00474916,0.012091832,0.0046098726,0.014672044,0.0030029274,0.056338407,0.6607416,0.04771855194226408,4300.0,0.08630896844007348,0.2542940313688687,0.7822362420756692,plt,False,True,True,True,True,True,True
3.363033939079488,2.7495663923055864,10.785100042863736,0.006843111,0.0015841539,0.0065247207,0.011373413,0.0054850737,0.0038275574,0.006607756,0.037849016,0.0031008606,0.013683708,0.012229903,0.005047099,0.0066386596,0.004495385,0.008606477,0.0030301972,0.0036192164,0.009707521,0.0066127265,0.021795835,0.00308207,0.0065152445,0.0035137094,0.0037231178,0.0037730273,0.0030375111,0.0055687213,0.0031759746,0.0023137636,0.003196712,0.019856459,0.01103643,0.0053858534,0.018357607,0.0048600645,0.017047577,0.0028987871,0.05622489,0.6477701,0.019992028169504805,3450.0,0.03274607929168625,0.06793370849433306,0.07112844067785037,kat,False,True,True,True,True,True,True
3.4345424373796107,4.200901014835903,3.1285473684974945,0.0070613944,0.001859785,0.006581011,0.011674953,0.0036110692,0.0045035155,0.005635522,0.034557123,0.0031431776,0.015843546,0.016231164,0.0059834076,0.005531568,0.004622772,0.009544416,0.0031020998,0.003336636,0.007760956,0.007852025,0.017930238,0.0027026297,0.007838217,0.003773149,0.003124743,0.010400501,0.0036465004,0.0047191894,0.007397047,0.0053067366,0.0029241035,0.016170975,0.010270585,0.0047971113,0.008721809,0.0040426254,0.01681776,0.0029820132,0.05602323,0.6519747,0.022028361362752623,4350.0,0.014701768015139376,0.19558382283785553,0.1391265689671856,hau,False,True,True,True,True,True,True
3.4556865527537632,3.859396532394933,2.793756541434317,0.007285946,0.002018053,0.0061638863,0.012999849,0.003641928,0.0046505546,0.0068878727,0.03142179,0.002943421,0.012885191,0.013215276,0.0064623533,0.005880098,0.0050602793,0.0087085795,0.0032736913,0.0032621655,0.00810985,0.008120649,0.020916756,0.0029384233,0.008950439,0.003939624,0.0036797088,0.010463832,0.0035915603,0.0050718947,0.0074172923,0.0043124156,0.0029760632,0.01697852,0.010927569,0.0043294663,0.0071950755,0.0047634104,0.014334083,0.0028766212,0.058491778,0.6528541,0.022518191467699164,3200.0,0.018675903746420464,0.2967436044194164,0.22147813636265207,pan,False,True,True,True,True,True,True
3.4844273305517293,2.5049112096969344,5.014260703321283,0.0064412802,0.0017829944,0.008016847,0.011313123,0.0035670814,0.0039172787,0.0059187356,0.033405565,0.0027937926,0.011471062,0.01450952,0.006335431,0.0067515178,0.005415612,0.009367648,0.0033250186,0.0026840293,0.0076816,0.007991127,0.019633632,0.0028589095,0.0066772746,0.004308586,0.0033690452,0.0105392765,0.0037560486,0.004484948,0.0070834057,0.004724191,0.0027455254,0.016582213,0.009986011,0.0043088365,0.014253095,0.004425573,0.016756078,0.0029573676,0.05845611,0.6494046,0.01585739821007346,4300.0,0.0715437553797671,0.05080547212971039,0.2595763168897331,ceb,False,True,True,True,True,True,True
3.40827325915093,9.637141182146113,3.662184247325296,0.007619017,0.0022698408,0.0067873644,0.0052598133,0.0031663845,0.0035274257,0.0073831156,0.031086707,0.0025445016,0.01211272,0.013932837,0.0063703447,0.0057098246,0.004592964,0.010820456,0.003440495,0.0027610392,0.009392106,0.008742709,0.01861887,0.002715794,0.008686746,0.0040400177,0.003225848,0.010886011,0.004074822,0.005043867,0.007354074,0.0052742744,0.0030006259,0.01743742,0.011693025,0.004088488,0.007934517,0.0053909263,0.017323337,0.0027447287,0.056115616,0.65683126,0.016446037623671146,4700.0,0.054075520795037815,0.21914838467443343,0.1317547768255511,oci,False,True,True,True,True,True,True
3.452155580200748,2.2976687885766784,4.205080919618792,0.007392394,0.002024777,0.0051003727,0.011867719,0.0038465552,0.004246142,0.006910903,0.03333729,0.0030687929,0.013443613,0.012717769,0.0060357773,0.005911,0.004261986,0.009875487,0.0027413333,0.003343691,0.008219129,0.0087020155,0.018344734,0.0025862479,0.008267176,0.004058632,0.003208471,0.0099780625,0.00344234,0.004347886,0.007795915,0.004743309,0.0031973862,0.017155394,0.009724909,0.0048800865,0.010890904,0.0045876177,0.015866136,0.002881419,0.057310283,0.6536863,0.032439746028578895,4500.0,0.059896746784613854,0.11768947749572789,0.2915347455890575,snd,False,True,True,True,True,True,True
3.3711022181353547,3.6758510516036624,12.496020913145943,0.0066823373,0.0018895086,0.005858243,0.0114036715,0.004799067,0.00426789,0.0073023424,0.035637945,0.0032048218,0.012834065,0.012690155,0.00692842,0.006229797,0.004094465,0.009016825,0.0025485212,0.0032735425,0.007913517,0.008770498,0.018656738,0.0027809239,0.007945985,0.0041180174,0.0036333066,0.010688791,0.0038204193,0.0045825723,0.0073156254,0.005181753,0.0029536053,0.015762974,0.009993143,0.0042250557,0.007481852,0.004066547,0.013275604,0.0032408717,0.06304653,0.6518841,0.027923184619795004,3750.0,0.03826053733165271,0.09644311388554566,0.4693462265893902,kin,False,True,True,True,True,True,True
3.4561948467375805,3.213302734596458,3.1088632646787304,0.007397489,0.0017364888,0.005958452,0.0114194555,0.003707423,0.0033763375,0.006412086,0.032322578,0.003281162,0.012603892,0.013541284,0.0061954977,0.005905564,0.004953939,0.009586356,0.0025865352,0.0036857482,0.008427402,0.008468426,0.017774075,0.0028823207,0.008176523,0.004090634,0.0030449063,0.010760334,0.003927321,0.0042401226,0.0071313144,0.0044528646,0.0029257662,0.016532991,0.00857411,0.0046128603,0.010094153,0.004171075,0.015302448,0.0030869965,0.05683893,0.6598142,0.02725501091793054,3900.0,0.045180178778752376,0.185698495323093,0.6001835925429361,sna,False,True,True,True,True,True,True
3.453265480941128,1.9600390843933853,5.16436455237833,0.0076248785,0.00190007,0.0059676236,0.010857367,0.0040120175,0.004971092,0.007570201,0.032260887,0.0033538148,0.013362016,0.012854591,0.005798893,0.0059210258,0.005219423,0.008802815,0.002976284,0.0035624374,0.008938814,0.007910535,0.01807576,0.0029043378,0.008223141,0.0037255294,0.0036972153,0.0105171,0.004104278,0.0049114325,0.007636922,0.005134604,0.0030859406,0.0157216,0.010007022,0.004529527,0.0077228695,0.004915825,0.015170759,0.0033479463,0.058001447,0.65470195,0.020364134975692165,4300.0,0.046093374396564954,0.10250074491585733,0.17023906918363466,mri,False,True,True,True,True,True,True
