cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
14.364402677095493,24.948120236756267,20.414749726262066,0.09325496,0.13103643,0.16114198,0.19143957,0.20074658,0.22238044,0.03780331533525161,3650.0,0.034157568800134964,2.3885543542112,2.5131719304220357,afr,False,False,True,False,False,False,False
14.123578520315396,19.47309597053249,21.269579481558438,0.2046928,0.11740039,0.13748185,0.16497043,0.17842075,0.1970338,0.05987322313622827,3550.0,0.02767549882111675,8.957949876221148,10.348741933079221,ind,False,False,True,False,False,False,False
14.32827793636937,12.31860261374532,12.87537352068351,0.18415055,0.118859194,0.14023595,0.16668573,0.18331175,0.20675686,0.08841021754289165,2900.0,0.12805780670110242,1.7171456972386392,1.219139461395464,som,False,False,True,False,False,False,False
14.123293595739199,17.925134911857857,12.494865549460048,0.18656914,0.11777909,0.1419445,0.16895208,0.17930213,0.20545308,0.08770527644242898,2650.0,0.06276442189382211,5.421509747898072,1.510917217123821,wol,False,False,True,False,False,False,False
13.890024813500503,14.424258744992844,39.90294540334837,0.17068352,0.1258258,0.15044567,0.16802084,0.16634081,0.21868336,0.0919790724848486,3650.0,0.04800346784797553,1.2769055592387604,3.0054381062563875,ewe,False,False,True,False,False,False,False
14.225021657364362,14.208527559599279,25.549529382725247,0.17690285,0.12028549,0.14136037,0.16988412,0.18090433,0.21066281,0.07883386488131872,3900.0,0.0607455480216744,1.3980819593984521,1.6350875419025912,khm,False,False,True,False,False,False,False
14.083760705945107,25.260435039193272,19.703898915670216,0.2075628,0.11241007,0.13336742,0.16513097,0.17581785,0.20571092,0.0690217265887999,2800.0,0.049094423251782295,3.7462400181816675,3.1359694825093185,bak,False,False,True,False,False,False,False
14.145406284720664,15.170441751067875,18.378130152448318,0.19986066,0.11272515,0.13320874,0.16370788,0.1830174,0.20748016,0.06500897408945948,3350.0,0.044918988168154754,3.389346344079966,2.9924697841695584,plt,False,False,True,False,False,False,False
14.071139323682516,16.829463876801107,23.482902128787124,0.14147767,0.12015408,0.1447701,0.17526284,0.18222693,0.23610838,0.0834919312045999,3350.0,0.05740237456574462,1.8135737342991876,4.494850169815628,kat,False,False,True,False,False,False,False
14.21459878684546,8.583866003432174,11.88403238586795,0.23759227,0.10752083,0.13810498,0.16238141,0.16545568,0.18894482,0.04350160363678239,3650.0,0.018093334565803153,1.917553023797874,0.7885012073451428,hau,False,False,True,False,False,False,False
14.252908812839038,14.6318155070313,10.138128423714955,0.19041839,0.1172505,0.13493153,0.1684269,0.17722742,0.21174523,0.08378724007260949,3250.0,0.09150788877052764,3.2849719995894295,1.589468877792953,pan,False,False,True,False,False,False,False
14.210539470748012,19.086954586042665,19.89326863925218,0.15532479,0.12413339,0.14568658,0.17925961,0.18654071,0.20905492,0.09601552750769035,3550.0,0.04200517863087987,2.7508711232457213,7.182455293426345,ceb,False,False,True,False,False,False,False
14.204264121880978,12.97845681739194,16.152278502540657,0.20180373,0.11226151,0.13885722,0.16637656,0.17214575,0.20855522,0.06099010668718498,3950.0,0.10002172740855957,1.395481282613907,0.9381554330109636,sna,False,False,True,False,False,False,False
14.084503519200783,19.425402299627176,21.641097195522853,0.1765497,0.100645825,0.14042854,0.17020293,0.18294741,0.22922564,0.06663071116425924,3700.0,0.10179699601463539,1.0814961773285385,2.3444550759573937,mri,False,False,True,False,False,False,False
14.185304109701466,9.000099276836309,14.316648339096002,0.17117746,0.11932937,0.13933717,0.17350972,0.18695101,0.20969525,0.08600270839929695,3350.0,0.03861026376868555,0.7729302231815066,1.9455305776455991,ibo,False,False,True,False,False,False,False
