source_lang,target_lang,genetic,geographic,syntactic,inventory,phonological,featural,morphological
stan1293,egyp1253,[1.0],[0.1433],[0.6668],[0.4688],[0.3743],[0.6071],[0.7015]
nucl1310,stan1293,[1.0],[0.319],[0.7338],[0.3323],[0.3021],[0.6152],[0.721]
java1254,stan1293,[1.0],[0.4052],[0.6407],[0.4438],[0.409],[0.5929],[0.7675]
stan1293,nucl1310,[1.0],[0.319],[0.7338],[0.3323],[0.3021],[0.6152],[0.721]
tami1289,stan1293,[1.0],[0.3158],[0.7352],[0.5014],[0.1789],[0.6387],[0.6854]
tata1255,stan1293,[1.0],[0.1323],[0.7109],[0.5274],[0.2566],[0.6424],[0.684]
stan1293,nucl1302,[1.0],[0.154],[0.6814],[0.5667],[0.4918],[0.6551],[0.738]
stan1293,yoru1245,[1.0],[0.2026],[0.6804],[0.5093],[0.5049],[0.6533],[0.9496]
stan1293,tata1255,[1.0],[0.1323],[0.7109],[0.5274],[0.2566],[0.6424],[0.684]
stan1293,taga1270,[1.0],[0.3864],[0.6671],[0.461],[0.3141],[0.6188],[0.8116]
stan1293,indo1316,[1.0],[0.4185],[0.6388],[0.4546],[0.3141],[0.5882],[0.7434]
afri1274,stan1293,[0.6638],[0.3303],[0.636],[0.4922],[0.4225],[0.6019],[0.684]
indo1316,stan1293,[1.0],[0.4185],[0.6388],[0.4546],[0.3141],[0.5882],[0.7434]
soma1255,stan1293,[1.0],[0.2629],[0.6538],[0.4645],[0.4477],[0.5951],[0.6545]
yoru1245,stan1293,[1.0],[0.2026],[0.6804],[0.5093],[0.5049],[0.6533],[0.9496]
stan1293,guja1252,[0.9196],[0.2639],[0.6678],[0.4753],[0.2513],[0.5994],[0.6969]
nucl1347,stan1293,[1.0],[0.1752],[0.567],[0.4731],[0.4225],[0.5635],[0.7323]
stan1293,wels1247,[0.9131],[0.0095],[0.6234],[0.4681],[0.3021],[0.5859],[0.7279]
bela1254,stan1293,[0.8934],[0.0725],[0.6125],[0.5141],[0.319],[0.5966],[0.7117]
stan1293,occi1239,[0.9359],[0.0469],[0.5536],[0.4697],[0.2566],[0.5425],[0.6892]
wels1247,stan1293,[0.9131],[0.0095],[0.6234],[0.4681],[0.3021],[0.5859],[0.7279]
stan1293,nucl1305,[1.0],[0.3013],[0.7362],[0.4738],[0.2566],[0.6345],[0.6629]
swat1243,stan1293,[1.0],[0.3446],[0.7259],[0.5058],[0.3743],[0.6479],[0.7196]
stan1293,lomb1257,[0.9359],[0.0449],[0.5603],[0.4911],[0.2566],[0.549],[0.6658]
guja1252,stan1293,[0.9196],[0.2639],[0.6678],[0.4753],[0.2513],[0.5994],[0.6969]
stan1293,afri1274,[0.6638],[0.3303],[0.636],[0.4922],[0.4225],[0.6019],[0.684]
stan1293,swat1243,[1.0],[0.3446],[0.7259],[0.5058],[0.3743],[0.6479],[0.7196]
stan1293,zulu1248,[1.0],[0.3423],[0.7158],[0.5582],[0.4918],[0.6801],[0.8174]
stan1293,bash1264,[1.0],[0.15],[0.6917],[0.4286],[0.3224],[0.6111],[0.7323]
ewee1241,stan1293,[1.0],[0.2049],[0.6724],[0.5249],[0.4697],[0.6328],[0.7553]
cent1989,stan1293,[1.0],[0.3638],[0.6388],[0.5101],[0.5184],[0.6222],[0.8099]
bash1264,stan1293,[1.0],[0.15],[0.6917],[0.4286],[0.3224],[0.6111],[0.7323]
stan1293,java1254,[1.0],[0.4052],[0.6407],[0.4438],[0.409],[0.5929],[0.7675]
stan1293,soma1255,[1.0],[0.2629],[0.6538],[0.4645],[0.4477],[0.5951],[0.6545]
stan1293,sout2832,[1.0],[0.2191],[0.6597],[0.6054],[0.5426],[0.6459],[0.6736]
plat1254,stan1293,[1.0],[0.3437],[0.7134],[0.5093],[0.2513],[0.6471],[0.7509]
nucl1302,stan1293,[1.0],[0.154],[0.6814],[0.5667],[0.4918],[0.6551],[0.738]
haus1257,stan1293,[1.0],[0.1885],[0.567],[0.5337],[0.4225],[0.5704],[0.6892]
stan1293,chha1249,[0.9131],[0.2951],[0.6597],[0.6054],[0.5426],[0.6459],[0.6736]
panj1256,stan1293,[0.9131],[0.2534],[0.6682],[0.4336],[0.2513],[0.5989],[0.7244]
stan1293,faro1244,[0.7323],[0.044],[0.561],[0.4812],[0.2566],[0.5613],[0.7684]
stan1293,turk1304,[1.0],[0.1941],[0.7421],[0.4823],[0.2566],[0.6512],[0.696]
cebu1242,stan1293,[1.0],[0.4046],[0.6722],[0.5371],[0.3141],[0.634],[0.7854]
stan1293,bela1254,[0.8934],[0.0725],[0.6125],[0.5141],[0.319],[0.5966],[0.7117]
stan1293,kiny1244,[1.0],[0.2595],[0.7234],[0.5182],[0.5335],[0.6656],[0.7771]
occi1239,stan1293,[0.9359],[0.0469],[0.5536],[0.4697],[0.2566],[0.5425],[0.6892]
sind1272,stan1293,[0.9131],[0.2493],[0.6791],[0.494],[0.3418],[0.6135],[0.6983]
stan1293,maor1246,[1.0],[0.5179],[0.6613],[0.6198],[0.6169],[0.6717],[0.8099]
kiny1244,stan1293,[1.0],[0.2595],[0.7234],[0.5182],[0.5335],[0.6656],[0.7771]
shon1251,stan1293,[1.0],[0.3141],[0.7338],[0.5348],[0.4878],[0.6753],[0.7689]
maor1246,stan1293,[1.0],[0.5179],[0.6613],[0.6198],[0.6169],[0.6717],[0.8099]
turk1304,stan1293,[1.0],[0.1941],[0.7421],[0.4823],[0.2566],[0.6512],[0.696]
chha1249,stan1293,[0.9131],[0.2951],[0.6597],[0.6054],[0.5426],[0.6459],[0.6736]
sout2832,stan1293,[1.0],[0.2191],[0.6597],[0.6054],[0.5426],[0.6459],[0.6736]
luxe1241,stan1293,[0.6336],[0.0255],[0.7886],[0.7857],[0.7434],[0.7964],[0.8869]
nucl1417,stan1293,[1.0],[0.2142],[0.6655],[0.4772],[0.4413],[0.6191],[0.7854]
stan1293,shon1251,[1.0],[0.3141],[0.7338],[0.5348],[0.4878],[0.6753],[0.7689]
kirg1245,stan1293,[1.0],[0.2167],[0.7264],[0.5503],[0.3931],[0.6498],[0.6667]
stan1293,nucl1347,[1.0],[0.1752],[0.567],[0.4731],[0.4225],[0.5635],[0.7323]
